"disease","menopause_timing_definition","health_outcome","metric_type","metric_value","ci_95","reference","date_published","n_of_included_studies","sample_size","geography","confounder_vars","authors","robis_categorical_risk","robis_quality_score"
"all","<45 vs >=45","Stroke","RR","1.23","0.98-1.53","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","<45 vs >=45","Fatal CHD","RR","1.11","1.03-1.20","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","<45 vs >=45","Stroke mortality","RR","0.99","0.92-1.07","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","<45 vs >=45","CVD mortality","RR","1.19","1.08-1.31","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","<45 vs >=45","All-cause mortality","RR","1.12","1.03-1.21","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","CHD","RR","1.12","0.95-1.31","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","Stroke","RR","0.95","0.74-1.23","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","All-cause mortality","RR","1.03","1.00-1.05","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","CVD mortality","RR","0.99","0.92-1.07","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","CHD mortality","RR","0.98","0.93-1.04","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","45-49 vs >=50","Stroke mortality","RR","1.03","0.91-1.16","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","50-54 vs <50","All-cause mortality","RR","1.02","0.89-1.15","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","50-54 vs <50","CVD mortality","RR","0.96","0.74-1.24","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","50-54 vs <50","Fatal CHD","RR","0.87","0.80-0.96","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","50-54 vs <50","Stroke mortality","RR","1.19","0.93-1.52","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all",">=50 vs <50","Carotid atherosclerosis","RR","0.74","0.63-0.87","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"all","<45 vs 50-54","Breast Cancer (adjusted)","RR","0.75","0.66-0.85","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Breast Cancer (adjusted)","RR","0.87","0.81-0.94","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Breast Cancer (adjusted)","RR","1.22","1.09-1.37","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Breast Cancer (adjusted)","RR","1.20","1.13-1.27","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","<45 vs 50-54","Lobular Breast Cancer (adjusted)","RR","0.49","0.34-0.71","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Lobular Breast Cancer (adjusted)","RR","0.78","0.64-0.94","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Lobular Breast Cancer (adjusted)","RR","1.04","0.78-1.38","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Lobular Breast Cancer (adjusted)","RR","1.32","1.14-1.52","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","<45 vs 50-54","Tubular Breast Cancer (adjusted)","RR","0.41","0.21-0.83","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Tubular Breast Cancer (adjusted)","RR","0.70","0.50-0.98","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Tubular Breast Cancer (adjusted)","RR","0.71","0.36-1.38","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Tubular Breast Cancer (adjusted)","RR","1.31","0.99-1.71","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","<45 vs 50-54","Mixed Ductal Lobular Breast Cancer (adjusted)","RR","0.74","0.40-1.38","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Mixed Ductal Lobular Breast Cancer (adjusted)","RR","1.05","0.76-1.46","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Mixed Ductal Lobular Breast Cancer (adjusted)","RR","1.24","0.70-2.23","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Mixed Ductal Lobular Breast Cancer (adjusted)","RR","1.16","0.88-1.53","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","<45 vs 50-54","Mucinous Breast Cancer (adjusted)","RR","2.07","1.11-3.88","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Mucinous Breast Cancer (adjusted)","RR","1.39","0.85-2.28","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Mucinous Breast Cancer (adjusted)","RR","1.14","0.47-2.76","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Mucinous Breast Cancer (adjusted)","RR","0.73","0.51-1.05","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","<45 vs 50-54","Medullary Breast Cancer (adjusted)","RR","0.21","0.03-1.49","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","45-49 vs 50-54","Medullary Breast Cancer (adjusted)","RR","0.80","0.42-1.55","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","55+ vs 50-54","Medullary Breast Cancer (adjusted)","RR","0.61","0.15-2.51","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","per 5-year increase in age at menopause","Medullary Breast Cancer (adjusted)","RR","1.38","0.79-2.40","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","8","N/A","UK","Age, geographical region, socio-economic status, smoking status, alcohol intake, physical activity, reproductive history, HRT use, body mass index, family history of breast cancer","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","5"
"all","overall population","All cause death","RR","0.96","0.85 to 1.09","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","overall population","Cardiovascular events","RR","0.97","0.82 to 1.14","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","overall population","Stroke","RR","1.23","1.08 to 1.41","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","overall population","Venous thromboembolism","RR","1.86","1.39 to 2.50","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","within 10 years vs more than 10 years after menopause","All cause death","RR","0.89","0.85 to 0.93","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","within 10 years vs more than 10 years after menopause","Cardiovascular events","RR","0.87","0.84 to 0.90","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","within 10 years vs more than 10 years after menopause","Stroke","RR","1.21","1.05 to 1.39","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","within 10 years vs more than 10 years after menopause","Venous thromboembolism","RR","1.75","1.12 to 2.74","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","women with CAD and atherosclerotic vascular disease vs healthy women","Cardiovascular events","RR","0.98","0.93 to 1.03","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","women with CAD and atherosclerotic vascular disease vs healthy women","Stroke","RR","1.27","1.09 to 1.48","https://doi.org/10.1186/s12905-023-02788-0","2024-Jan-23","33","44639","N/A","N/A","['Gu, Yimeng', 'Han, Fangfang', 'Xue, Mei', 'Wang, Miyuan', 'Huang, Yuxiao']","Unclear","0"
"all","per 1-SD increase in age at natural menopause","Uterine leiomyoma","OR","1.0013","1.0006-1.0020","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in systolic blood pressure","Uterine leiomyoma","OR","1.0002","1.0001-1.0003","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in diastolic blood pressure","Uterine leiomyoma","OR","1.0002","1.0001-1.0003","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in age at menarche","Uterine leiomyoma","OR","0.9979","0.9969-0.9990","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in PCOS genetic liability","Uterine leiomyoma","OR","0.9974","0.9954-0.9994","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in endometriosis genetic liability","Uterine leiomyoma","OR","1.0038","1.0002-1.0076","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-SD increase in 2-hour glucose","Uterine leiomyoma","OR","1.0032","1.0001-1.0064","https://doi.org/10.3389/fendo.2023.1133260","2023","N/A","425517","Europe","Age, sex, age squared, principal components, BMI","['Qu, Yangming', 'Chen, Lanlan', 'Guo, Shijie', 'Liu, Ying', 'Wu, Hui']","Low","10"
"all","per 1-year older at menopause","Breast Cancer","RR","1.029","1.025-1.032","https://doi.org/10.1016/S1470-2045(12)70425-4","2012-Nov","117","425055","35 countries, mostly in Europe or North America","study, centre within study, age at diagnosis, year of birth, parity, age at first birth, current body-mass index, height, smoking, alcohol consumption, ethnic origin, hormonal contraceptive use, family history of breast cancer","","Low","8"
"all","premenopausal vs postmenopausal at age 45-54","Breast Cancer","RR","1.43","1.33-1.52","https://doi.org/10.1016/S1470-2045(12)70425-4","2012-Nov","117","425055","35 countries, mostly in Europe or North America","study, centre within study, age at diagnosis, year of birth, parity, age at first birth, current body-mass index, height, smoking, alcohol consumption, ethnic origin, hormonal contraceptive use, family history of breast cancer","","Low","8"
"all",">=55 vs 50-54","Hemorrhagic stroke","RR","2.24","1.19-4.21","https://doi.org/10.1001/jamaneurol.2016.3482","2017-Jan-01","78","10187540","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Poorthuis, Michiel H F', 'Algra, Annemijn M', 'Algra, Ale', 'Kappelle, L Jaap', 'Klijn, Catharina J M']","Low","9"
"all",">=55 vs 50-54","Any stroke","RR","0.91","0.67-1.23","https://doi.org/10.1001/jamaneurol.2016.3482","2017-Jan-01","78","10187540","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Poorthuis, Michiel H F', 'Algra, Annemijn M', 'Algra, Ale', 'Kappelle, L Jaap', 'Klijn, Catharina J M']","Low","9"
"all",">=55 vs 50-54","Ischemic stroke","RR","0.72","0.46-1.12","https://doi.org/10.1001/jamaneurol.2016.3482","2017-Jan-01","78","10187540","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Poorthuis, Michiel H F', 'Algra, Annemijn M', 'Algra, Ale', 'Kappelle, L Jaap', 'Klijn, Catharina J M']","Low","9"
"all",">=55 vs 50-54","Stroke mortality","RR","0.77","0.47-1.25","https://doi.org/10.1001/jamaneurol.2016.3482","2017-Jan-01","78","10187540","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Poorthuis, Michiel H F', 'Algra, Annemijn M', 'Algra, Ale', 'Kappelle, L Jaap', 'Klijn, Catharina J M']","Low","9"
"all","<40 vs >=51","Osteoporosis & Fractures","OR","1.23","1.19-1.28","https://doi.org/10.1186/s13018-023-04051-6","2023-Aug-05","10","1287021","Australia, Italy, Canada, Finland, China, Netherlands, USA, France, South Korea, Brazil","N/A","['Long, Guanghua', 'Liu, Chong', 'Liang, Tuo', 'Zhang, Zide', 'Qin, Zhaojie', 'Zhan, Xinli']","Low","8"
"all",">50 vs 45-49","Osteoporosis & Fractures","OR","0.96","0.95-0.97","https://doi.org/10.1186/s13018-023-04051-6","2023-Aug-05","10","1287021","Australia, Italy, Canada, Finland, China, Netherlands, USA, France, South Korea, Brazil","N/A","['Long, Guanghua', 'Liu, Chong', 'Liang, Tuo', 'Zhang, Zide', 'Qin, Zhaojie', 'Zhan, Xinli']","Low","8"
